Postcode;Plaatsnaam;Deelgemeente;Hoofdgemeente;Provincie
2960;Sint-Job-In-'T-Goor;Ja;BRECHT;Antwerpen
2960;Sint-Lenaarts;Ja;BRECHT;Antwerpen
2970;'S Gravenwezel;Ja;SCHILDE;Antwerpen
2970;SCHILDE;Neen;SCHILDE;Antwerpen
2980;Halle;Ja;ZOERSEL;Antwerpen
2980;ZOERSEL;Neen;ZOERSEL;Antwerpen
2990;Loenhout;Ja;WUUSTWEZEL;Antwerpen
2990;WUUSTWEZEL;Neen;WUUSTWEZEL;Antwerpen
3000;LEUVEN;Neen;LEUVEN;Vlaams-Brabant
3001;Heverlee;Ja;LEUVEN;Vlaams-Brabant
3010;Kessel Lo;Ja;LEUVEN;Vlaams-Brabant
3012;Wilsele;Ja;LEUVEN;Vlaams-Brabant
3018;Wijgmaal;Ja;LEUVEN;Vlaams-Brabant
3020;HERENT;Neen;HERENT;Vlaams-Brabant
3020;Veltem-Beisem;Ja;HERENT;Vlaams-Brabant
3020;Winksele;Ja;HERENT;Vlaams-Brabant
3040;HULDENBERG;Neen;HULDENBERG;Vlaams-Brabant
3040;Loonbeek;Ja;HULDENBERG;Vlaams-Brabant
3040;Neerijse;Ja;HULDENBERG;Vlaams-Brabant
3040;Ottenburg;Ja;HULDENBERG;Vlaams-Brabant
3040;Sint-Agatha-Rode;Ja;HULDENBERG;Vlaams-Brabant
3050;OUD-HEVERLEE;Neen;OUD-HEVERLEE;Vlaams-Brabant
3051;Sint-Joris-Weert;Ja;OUD-HEVERLEE;Vlaams-Brabant
3052;Blanden;Ja;OUD-HEVERLEE;Vlaams-Brabant
3053;Haasrode;Ja;OUD-HEVERLEE;Vlaams-Brabant
3054;Vaalbeek;Ja;OUD-HEVERLEE;Vlaams-Brabant
3060;BERTEM;Neen;BERTEM;Vlaams-Brabant
3060;Korbeek-Dijle;Ja;BERTEM;Vlaams-Brabant
3061;Leefdaal;Ja;BERTEM;Vlaams-Brabant
3070;KORTENBERG;Neen;KORTENBERG;Vlaams-Brabant
3071;Erps-Kwerps;Ja;KORTENBERG;Vlaams-Brabant
3078;Everberg;Ja;KORTENBERG;Vlaams-Brabant
3078;Meerbeek;Ja;KORTENBERG;Vlaams-Brabant
3080;Duisburg;Ja;TERVUREN;Vlaams-Brabant
3080;TERVUREN;Neen;TERVUREN;Vlaams-Brabant
3080;Vossem;Ja;TERVUREN;Vlaams-Brabant
3090;OVERIJSE;Neen;OVERIJSE;Vlaams-Brabant
3110;ROTSELAAR;Neen;ROTSELAAR;Vlaams-Brabant
3111;Wezemaal;Ja;ROTSELAAR;Vlaams-Brabant
3118;Werchter;Ja;ROTSELAAR;Vlaams-Brabant
3120;TREMELO;Neen;TREMELO;Vlaams-Brabant
3128;Baal;Ja;TREMELO;Vlaams-Brabant
3130;BEGIJNENDIJK;Neen;BEGIJNENDIJK;Vlaams-Brabant
3130;Betekom;Ja;BEGIJNENDIJK;Vlaams-Brabant
3140;KEERBERGEN;Neen;KEERBERGEN;Vlaams-Brabant
3150;HAACHT;Neen;HAACHT;Vlaams-Brabant
3150;Tildonk;Ja;HAACHT;Vlaams-Brabant
3150;Wespelaar;Ja;HAACHT;Vlaams-Brabant
3190;BOORTMEERBEEK;Neen;BOORTMEERBEEK;Vlaams-Brabant
3191;Hever;Ja;BOORTMEERBEEK;Vlaams-Brabant
3200;AARSCHOT;Neen;AARSCHOT;Vlaams-Brabant
3200;Gelrode;Ja;AARSCHOT;Vlaams-Brabant
3201;Langdorp;Ja;AARSCHOT;Vlaams-Brabant
3202;Rillaar;Ja;AARSCHOT;Vlaams-Brabant
3210;Linden;Ja;LUBBEEK;Vlaams-Brabant
3210;LUBBEEK;Neen;LUBBEEK;Vlaams-Brabant
3211;Binkom;Ja;LUBBEEK;Vlaams-Brabant
3212;Pellenberg;Ja;LUBBEEK;Vlaams-Brabant
3220;HOLSBEEK;Neen;HOLSBEEK;Vlaams-Brabant
3220;Kortrijk-Dutsel;Ja;HOLSBEEK;Vlaams-Brabant
3220;Sint-Pieters-Rode;Ja;HOLSBEEK;Vlaams-Brabant
3221;Nieuwrode;Ja;HOLSBEEK;Vlaams-Brabant
3270;Scherpenheuvel;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3270;SCHERPENHEUVEL-ZICHEM;Neen;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3271;Averbode;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3271;Zichem;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3272;Messelbroek;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3272;Testelt;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3290;Deurne;Ja;DIEST;Vlaams-Brabant
3290;DIEST;Neen;DIEST;Vlaams-Brabant
3290;Schaffen;Ja;DIEST;Vlaams-Brabant
3290;Webbekom;Ja;DIEST;Vlaams-Brabant
3293;Kaggevinne;Ja;DIEST;Vlaams-Brabant
3294;Molenstede;Ja;DIEST;Vlaams-Brabant
3300;Bost;Ja;TIENEN;Vlaams-Brabant
3300;Goetsenhoven;Ja;TIENEN;Vlaams-Brabant
3300;Hakendover;Ja;TIENEN;Vlaams-Brabant
3300;Kumtich;Ja;TIENEN;Vlaams-Brabant
3300;Oorbeek;Ja;TIENEN;Vlaams-Brabant
3300;Oplinter;Ja;TIENEN;Vlaams-Brabant
3300;Sint-Margriete-Houtem;Ja;TIENEN;Vlaams-Brabant
3300;TIENEN;Neen;TIENEN;Vlaams-Brabant
3300;Vissenaken;Ja;TIENEN;Vlaams-Brabant
3320;HOEGAARDEN;Neen;HOEGAARDEN;Vlaams-Brabant
3320;Meldert;Ja;HOEGAARDEN;Vlaams-Brabant
3321;Outgaarden;Ja;HOEGAARDEN;Vlaams-Brabant
3350;Drieslinter;Ja;LINTER;Vlaams-Brabant
3350;LINTER;Neen;LINTER;Vlaams-Brabant
3350;Melkwezer;Ja;LINTER;Vlaams-Brabant
3350;Neerhespen;Ja;LINTER;Vlaams-Brabant
3350;Neerlinter;Ja;LINTER;Vlaams-Brabant
3350;Orsmaal-Gussenhoven;Ja;LINTER;Vlaams-Brabant
3350;Overhespen;Ja;LINTER;Vlaams-Brabant
3350;Wommersom;Ja;LINTER;Vlaams-Brabant
3360;BIERBEEK;Neen;BIERBEEK;Vlaams-Brabant
3360;Korbeek-Lo;Ja;BIERBEEK;Vlaams-Brabant
3360;Lovenjoel;Ja;BIERBEEK;Vlaams-Brabant
3360;Opvelp;Ja;BIERBEEK;Vlaams-Brabant
3370;BOUTERSEM;Neen;BOUTERSEM;Vlaams-Brabant
3370;Kerkom;Ja;BOUTERSEM;Vlaams-Brabant
3370;Neervelp;Ja;BOUTERSEM;Vlaams-Brabant
3370;Roosbeek;Ja;BOUTERSEM;Vlaams-Brabant
3370;Vertrijk;Ja;BOUTERSEM;Vlaams-Brabant
3370;Willebringen;Ja;BOUTERSEM;Vlaams-Brabant
3380;Bunsbeek;Ja;GLABBEEK;Vlaams-Brabant
3380;GLABBEEK;Neen;GLABBEEK;Vlaams-Brabant
3381;Kapellen;Ja;GLABBEEK;Vlaams-Brabant
3384;Attenrode;Ja;GLABBEEK;Vlaams-Brabant
3390;Houwaart;Ja;TIELT-WINGE;Vlaams-Brabant
3390;Sint-Joris-Winge;Ja;TIELT-WINGE;Vlaams-Brabant
3390;Tielt;Ja;TIELT-WINGE;Vlaams-Brabant
3390;TIELT-WINGE;Neen;TIELT-WINGE;Vlaams-Brabant
3391;Meensel-Kiezegem;Ja;TIELT-WINGE;Vlaams-Brabant
3400;Eliksem;Ja;LANDEN;Vlaams-Brabant
3400;Ezemaal;Ja;LANDEN;Vlaams-Brabant
3400;Laar;Ja;LANDEN;Vlaams-Brabant
3400;LANDEN;Neen;LANDEN;Vlaams-Brabant
3400;Neerwinden;Ja;LANDEN;Vlaams-Brabant
3400;Overwinden;Ja;LANDEN;Vlaams-Brabant
3400;Rumsdorp;Ja;LANDEN;Vlaams-Brabant
3400;Wange;Ja;LANDEN;Vlaams-Brabant
3401;Waasmont;Ja;LANDEN;Vlaams-Brabant
3401;Walsbets;Ja;LANDEN;Vlaams-Brabant
3401;Walshoutem;Ja;LANDEN;Vlaams-Brabant
3401;Wezeren;Ja;LANDEN;Vlaams-Brabant
3404;Attenhoven;Ja;LANDEN;Vlaams-Brabant
3404;Neerlanden;Ja;LANDEN;Vlaams-Brabant
3440;Budingen;Ja;ZOUTLEEUW;Vlaams-Brabant
3440;Dormaal;Ja;ZOUTLEEUW;Vlaams-Brabant
3440;Halle-Booienhoven;Ja;ZOUTLEEUW;Vlaams-Brabant
3440;Helen-Bos;Ja;ZOUTLEEUW;Vlaams-Brabant
3440;ZOUTLEEUW;Neen;ZOUTLEEUW;Vlaams-Brabant
3450;GEETBETS;Neen;GEETBETS;Vlaams-Brabant
3450;Grazen;Ja;GEETBETS;Vlaams-Brabant
3454;Rummen;Ja;GEETBETS;Vlaams-Brabant
3460;Assent;Ja;BEKKEVOORT;Vlaams-Brabant
3460;BEKKEVOORT;Neen;BEKKEVOORT;Vlaams-Brabant
3461;Molenbeek-Wersbeek;Ja;BEKKEVOORT;Vlaams-Brabant
3470;KORTENAKEN;Neen;KORTENAKEN;Vlaams-Brabant
3470;Ransberg;Ja;KORTENAKEN;Vlaams-Brabant
3470;Sint-Margriete-Houtem;Ja;KORTENAKEN;Vlaams-Brabant
3471;Hoeleden;Ja;KORTENAKEN;Vlaams-Brabant
3472;Kersbeek-Miskom;Ja;KORTENAKEN;Vlaams-Brabant
3473;Waanrode;Ja;KORTENAKEN;Vlaams-Brabant
3500;HASSELT;Neen;HASSELT;Limburg
3500;Sint-Lambrechts-Herk;Ja;HASSELT;Limburg
3501;Wimmertingen;Ja;HASSELT;Limburg
3510;Kermt;Ja;HASSELT;Limburg
3510;Spalbeek;Ja;HASSELT;Limburg
3511;Kuringen;Ja;HASSELT;Limburg
3511;Stokrooie;Ja;HASSELT;Limburg
3512;Stevoort;Ja;HASSELT;Limburg
3520;ZONHOVEN;Neen;ZONHOVEN;Limburg
3530;Helchteren;Ja;HOUTHALEN-HELCHTEREN;Limburg
3530;Houthalen;Ja;HOUTHALEN-HELCHTEREN;Limburg
3530;HOUTHALEN-HELCHTEREN;Neen;HOUTHALEN-HELCHTEREN;Limburg
3540;Berbroek;Ja;HERK-DE-STAD;Limburg
3540;Donk;Ja;HERK-DE-STAD;Limburg
3540;HERK-DE-STAD;Neen;HERK-DE-STAD;Limburg
3540;Schulen;Ja;HERK-DE-STAD;Limburg
3545;HALEN;Neen;HALEN;Limburg
3545;Loksbergen;Ja;HALEN;Limburg
3545;Zelem;Ja;HALEN;Limburg
3550;Heusden;Ja;HEUSDEN-ZOLDER;Limburg
3550;HEUSDEN-ZOLDER;Neen;HEUSDEN-ZOLDER;Limburg
3550;Zolder;Ja;HEUSDEN-ZOLDER;Limburg
3560;Linkhout;Ja;LUMMEN;Limburg
3560;LUMMEN;Neen;LUMMEN;Limburg
3560;Meldert;Ja;LUMMEN;Limburg
3570;ALKEN;Neen;ALKEN;Limburg
3580;BERINGEN;Neen;BERINGEN;Limburg
3581;Beverlo;Ja;BERINGEN;Limburg
3582;Koersel;Ja;BERINGEN;Limburg
3583;Paal;Ja;BERINGEN;Limburg
3590;DIEPENBEEK;Neen;DIEPENBEEK;Limburg
3600;GENK;Neen;GENK;Limburg
3620;Gellik;Ja;LANAKEN;Limburg
3620;LANAKEN;Neen;LANAKEN;Limburg
3620;Neerharen;Ja;LANAKEN;Limburg
3620;Veldwezelt;Ja;LANAKEN;Limburg
3621;Rekem;Ja;LANAKEN;Limburg
3630;Eisden;Ja;MAASMECHELEN;Limburg
3630;Leut;Ja;MAASMECHELEN;Limburg
3630;MAASMECHELEN;Neen;MAASMECHELEN;Limburg
3630;Mechelen-Aan-De-Maas;Ja;MAASMECHELEN;Limburg
3630;Meeswijk;Ja;MAASMECHELEN;Limburg
3630;Opgrimbie;Ja;MAASMECHELEN;Limburg
3630;Vucht;Ja;MAASMECHELEN;Limburg
3631;Boorsem;Ja;MAASMECHELEN;Limburg
3631;Uikhoven;Ja;MAASMECHELEN;Limburg
3640;Kessenich;Ja;KINROOI;Limburg
3640;KINROOI;Neen;KINROOI;Limburg
3640;Molenbeersel;Ja;KINROOI;Limburg
3640;Ophoven;Ja;KINROOI;Limburg
3650;Dilsen;Ja;DILSEN-STOKKEM;Limburg
3650;DILSEN-STOKKEM;Neen;DILSEN-STOKKEM;Limburg
3650;Elen;Ja;DILSEN-STOKKEM;Limburg
3650;Lanklaar;Ja;DILSEN-STOKKEM;Limburg
3650;Rotem;Ja;DILSEN-STOKKEM;Limburg
3650;Stokkem;Ja;DILSEN-STOKKEM;Limburg
3660;Opglabbeek;Ja;OUDSBERGEN;Limburg
3665;AS;Neen;AS;Limburg
3668;Niel-Bij-As;Ja;AS;Limburg
3670;Ellikom;Ja;OUDSBERGEN;Limburg
3670;Gruitrode;Ja;OUDSBERGEN;Limburg
3670;Meeuwen;Ja;OUDSBERGEN;Limburg
3670;Neerglabbeek;Ja;OUDSBERGEN;Limburg
3670;OUDSBERGEN;Neen;OUDSBERGEN;Limburg
3670;Wijshagen;Ja;OUDSBERGEN;Limburg
3680;MAASEIK;Neen;MAASEIK;Limburg
3680;Neeroeteren;Ja;MAASEIK;Limburg
3680;Opoeteren;Ja;MAASEIK;Limburg
3690;ZUTENDAAL;Neen;ZUTENDAAL;Limburg
3700;'S Herenelderen;Ja;TONGEREN;Limburg
3700;Berg;Ja;TONGEREN;Limburg
3700;Diets-Heur;Ja;TONGEREN;Limburg
3700;Haren;Ja;TONGEREN;Limburg
3700;Henis;Ja;TONGEREN;Limburg
3700;Kolmont;Ja;TONGEREN;Limburg
3700;Koninksem;Ja;TONGEREN;Limburg
3700;Lauw;Ja;TONGEREN;Limburg
3700;Mal;Ja;TONGEREN;Limburg
3700;Neerrepen;Ja;TONGEREN;Limburg
3700;Nerem;Ja;TONGEREN;Limburg
3700;Overrepen;Ja;TONGEREN;Limburg
3700;Piringen;Ja;TONGEREN;Limburg
3700;Riksingen;Ja;TONGEREN;Limburg
3700;Rutten;Ja;TONGEREN;Limburg
3700;Sluizen;Ja;TONGEREN;Limburg
3700;TONGEREN;Neen;TONGEREN;Limburg
3700;Vreren;Ja;TONGEREN;Limburg
3700;Widooie;Ja;TONGEREN;Limburg
3717;HERSTAPPE;Neen;HERSTAPPE;Limburg
3720;KORTESSEM;Neen;KORTESSEM;Limburg
3721;Vliermaalroot;Ja;KORTESSEM;Limburg
3722;Wintershoven;Ja;KORTESSEM;Limburg
3723;Guigoven;Ja;KORTESSEM;Limburg
3724;Vliermaal;Ja;KORTESSEM;Limburg
3730;HOESELT;Neen;HOESELT;Limburg
3730;Romershoven;Ja;HOESELT;Limburg
3730;Sint-Huibrechts-Hern;Ja;HOESELT;Limburg
3730;Werm;Ja;HOESELT;Limburg
3732;Schalkhoven;Ja;HOESELT;Limburg
3740;Beverst;Ja;BILZEN;Limburg
3740;BILZEN;Neen;BILZEN;Limburg
3740;Eigenbilzen;Ja;BILZEN;Limburg
3740;Grote-Spouwen;Ja;BILZEN;Limburg
3740;Hees;Ja;BILZEN;Limburg
3740;Kleine-Spouwen;Ja;BILZEN;Limburg
3740;Mopertingen;Ja;BILZEN;Limburg
3740;Munsterbilzen;Ja;BILZEN;Limburg
3740;Rijkhoven;Ja;BILZEN;Limburg
3740;Rosmeer;Ja;BILZEN;Limburg
3740;Waltwilder;Ja;BILZEN;Limburg
3742;Martenslinde;Ja;BILZEN;Limburg
3746;Hoelbeek;Ja;BILZEN;Limburg
3770;Genoelselderen;Ja;RIEMST;Limburg
3770;Herderen;Ja;RIEMST;Limburg
3770;Kanne;Ja;RIEMST;Limburg
3770;Membruggen;Ja;RIEMST;Limburg
3770;Millen;Ja;RIEMST;Limburg
3770;RIEMST;Neen;RIEMST;Limburg
3770;Val-Meer;Ja;RIEMST;Limburg
3770;Vlijtingen;Ja;RIEMST;Limburg
3770;Vroenhoven;Ja;RIEMST;Limburg
3770;Zichen-Zussen-Bolder;Ja;RIEMST;Limburg
3790;Moelingen;Ja;VOEREN;Limburg
3790;Sint-Martens-Voeren;Ja;VOEREN;Limburg
3790;VOEREN;Neen;VOEREN;Limburg
3791;Remersdaal;Ja;VOEREN;Limburg
3792;Sint-Pieters-Voeren;Ja;VOEREN;Limburg
3793;Teuven;Ja;VOEREN;Limburg
3798;S Gravenvoeren;Ja;VOEREN;Limburg
3800;Aalst;Ja;SINT-TRUIDEN;Limburg
3800;Brustem;Ja;SINT-TRUIDEN;Limburg
3800;Engelmanshoven;Ja;SINT-TRUIDEN;Limburg
3800;Gelinden;Ja;SINT-TRUIDEN;Limburg
3800;Groot-Gelmen;Ja;SINT-TRUIDEN;Limburg
3800;Halmaal;Ja;SINT-TRUIDEN;Limburg
3800;Kerkom-Bij-Sint-Truiden;Ja;SINT-TRUIDEN;Limburg
3800;Ordingen;Ja;SINT-TRUIDEN;Limburg
3800;SINT-TRUIDEN;Neen;SINT-TRUIDEN;Limburg
3800;Zepperen;Ja;SINT-TRUIDEN;Limburg
3803;Duras;Ja;SINT-TRUIDEN;Limburg
3803;Gorsem;Ja;SINT-TRUIDEN;Limburg
3803;Runkelen;Ja;SINT-TRUIDEN;Limburg
3803;Wilderen;Ja;SINT-TRUIDEN;Limburg
3806;Velm;Ja;SINT-TRUIDEN;Limburg
3830;Berlingen;Ja;WELLEN;Limburg
3830;WELLEN;Neen;WELLEN;Limburg
3831;Herten;Ja;WELLEN;Limburg
3832;Ulbeek;Ja;WELLEN;Limburg
3840;Bommershoven;Ja;BORGLOON;Limburg
3840;BORGLOON;Neen;BORGLOON;Limburg
3840;Broekom;Ja;BORGLOON;Limburg
3840;Gors-Opleeuw;Ja;BORGLOON;Limburg
3840;Gotem;Ja;BORGLOON;Limburg
3840;Groot-Loon;Ja;BORGLOON;Limburg
3840;Haren;Ja;BORGLOON;Limburg
3840;Hendrieken;Ja;BORGLOON;Limburg
3840;Hoepertingen;Ja;BORGLOON;Limburg
3840;Jesseren;Ja;BORGLOON;Limburg
3840;Kerniel;Ja;BORGLOON;Limburg
3840;Kolmont;Ja;BORGLOON;Limburg
3840;Kuttekoven;Ja;BORGLOON;Limburg
3840;Rijkel;Ja;BORGLOON;Limburg
3840;Voort;Ja;BORGLOON;Limburg
3850;Binderveld;Ja;NIEUWERKERKEN;Limburg
3850;Kozen;Ja;NIEUWERKERKEN;Limburg
3850;NIEUWERKERKEN;Neen;NIEUWERKERKEN;Limburg
3850;Wijer;Ja;NIEUWERKERKEN;Limburg
3870;Batsheers;Ja;HEERS;Limburg
3870;Bovelingen;Ja;HEERS;Limburg
3870;Gutshoven;Ja;HEERS;Limburg
3870;HEERS;Neen;HEERS;Limburg
3870;Heks;Ja;HEERS;Limburg
3870;Horpmaal;Ja;HEERS;Limburg
3870;Klein-Gelmen;Ja;HEERS;Limburg
3870;Mechelen-Bovelingen;Ja;HEERS;Limburg
3870;Mettekoven;Ja;HEERS;Limburg
3870;Opheers;Ja;HEERS;Limburg
3870;Rukkelingen-Loon;Ja;HEERS;Limburg
3870;Vechmaal;Ja;HEERS;Limburg
3870;Veulen;Ja;HEERS;Limburg
3890;Boekhout;Ja;GINGELOM;Limburg
3890;GINGELOM;Neen;GINGELOM;Limburg
3890;Jeuk;Ja;GINGELOM;Limburg
3890;Kortijs;Ja;GINGELOM;Limburg
3890;Montenaken;Ja;GINGELOM;Limburg
3890;Niel-Bij-Sint-Truiden;Ja;GINGELOM;Limburg
3890;Vorsen;Ja;GINGELOM;Limburg
3891;Borlo;Ja;GINGELOM;Limburg
3891;Buvingen;Ja;GINGELOM;Limburg
3891;Mielen-Boven-Aalst;Ja;GINGELOM;Limburg
3891;Muizen;Ja;GINGELOM;Limburg
3900;Overpelt;Ja;PELT;Limburg
3900;PELT;Neen;PELT;Limburg
3910;Neerpelt;Ja;PELT;Limburg
3910;Sint-Huibrechts-Lille;Ja;PELT;Limburg
3920;LOMMEL;Neen;LOMMEL;Limburg
3930;Achel;Ja;HAMONT-ACHEL;Limburg
3930;Hamont;Ja;HAMONT-ACHEL;Limburg
3930;HAMONT-ACHEL;Neen;HAMONT-ACHEL;Limburg
3940;Hechtel;Ja;HECHTEL-EKSEL;Limburg
3940;HECHTEL-EKSEL;Neen;HECHTEL-EKSEL;Limburg
3941;Eksel;Ja;HECHTEL-EKSEL;Limburg
3945;HAM;Neen;HAM;Limburg
3945;Kwaadmechelen;Ja;HAM;Limburg
3945;Oostham;Ja;HAM;Limburg
3950;BOCHOLT;Neen;BOCHOLT;Limburg
3950;Kaulille;Ja;BOCHOLT;Limburg
3950;Reppel;Ja;BOCHOLT;Limburg
3960;Beek;Ja;BREE;Limburg
3960;BREE;Neen;BREE;Limburg
3960;Gerdingen;Ja;BREE;Limburg
3960;Opitter;Ja;BREE;Limburg
3960;Tongerlo;Ja;BREE;Limburg
3970;LEOPOLDSBURG;Neen;LEOPOLDSBURG;Limburg
3971;Heppen;Ja;LEOPOLDSBURG;Limburg
3980;TESSENDERLO;Neen;TESSENDERLO;Limburg
3990;Grote-Brogel;Ja;PEER;Limburg
3990;Kleine-Brogel;Ja;PEER;Limburg
3990;PEER;Neen;PEER;Limburg
3990;Wijchmaal;Ja;PEER;Limburg
4000;Glain;Ja;LIÈGE;Luik
4000;LIÈGE;Neen;LIÈGE;Luik
4000;Rocourt;Ja;LIÈGE;Luik
4020;Bressoux;Ja;LIÈGE;Luik
4020;Jupille-Sur-Meuse;Ja;LIÈGE;Luik
4020;LIÈGE;Neen;LIÈGE;Luik
4020;Wandre;Ja;LIÈGE;Luik
4030;Grivegnée;Ja;LIÈGE;Luik
4031;Angleur;Ja;LIÈGE;Luik
4032;Chênée;Ja;LIÈGE;Luik
4040;HERSTAL;Neen;HERSTAL;Luik
4041;Milmort;Ja;HERSTAL;Luik
4041;Vottem;Ja;HERSTAL;Luik
4042;Liers;Ja;HERSTAL;Luik
4050;CHAUDFONTAINE;Neen;CHAUDFONTAINE;Luik
4051;Vaux-Sous-Chèvremont;Ja;CHAUDFONTAINE;Luik
4052;Beaufays;Ja;CHAUDFONTAINE;Luik
4053;Embourg;Ja;CHAUDFONTAINE;Luik
4099;Liège X;;Liège X;
4100;Boncelles;Ja;SERAING;Luik
4100;SERAING;Neen;SERAING;Luik
4101;Jemeppe-Sur-Meuse;Ja;SERAING;Luik
4102;Ougrée;Ja;SERAING;Luik
4120;Ehein;Ja;NEUPRÉ;Luik
4120;NEUPRÉ;Neen;NEUPRÉ;Luik
4120;Rotheux-Rimière;Ja;NEUPRÉ;Luik
4121;Neuville-En-Condroz;Ja;NEUPRÉ;Luik
4122;Plainevaux;Ja;NEUPRÉ;Luik
4130;ESNEUX;Neen;ESNEUX;Luik
4130;Tilff;Ja;ESNEUX;Luik
4140;Dolembreux;Ja;SPRIMONT;Luik
4140;Gomzé-Andoumont;Ja;SPRIMONT;Luik
4140;Rouvreux;Ja;SPRIMONT;Luik
4140;SPRIMONT;Neen;SPRIMONT;Luik
4141;Louveigné;Ja;SPRIMONT;Luik
4160;ANTHISNES;Neen;ANTHISNES;Luik
4161;Villers-Aux-Tours;Ja;ANTHISNES;Luik
4162;Hody;Ja;ANTHISNES;Luik
4163;Tavier;Ja;ANTHISNES;Luik
4170;COMBLAIN-AU-PONT;Neen;COMBLAIN-AU-PONT;Luik
4171;Poulseur;Ja;COMBLAIN-AU-PONT;Luik
4180;Comblain-Fairon;Ja;HAMOIR;Luik
4180;Comblain-La-Tour;Ja;HAMOIR;Luik
4180;HAMOIR;Neen;HAMOIR;Luik
4181;Filot;Ja;HAMOIR;Luik
4190;FERRIÈRES;Neen;FERRIÈRES;Luik
4190;My;Ja;FERRIÈRES;Luik
4190;Vieuxville;Ja;FERRIÈRES;Luik
4190;Werbomont;Ja;FERRIÈRES;Luik
4190;Xhoris;Ja;FERRIÈRES;Luik
4210;BURDINNE;Neen;BURDINNE;Luik
4210;Hannêche;Ja;BURDINNE;Luik
4210;Lamontzée;Ja;BURDINNE;Luik
4210;Marneffe;Ja;BURDINNE;Luik
4210;Oteppe;Ja;BURDINNE;Luik
4217;HÉRON;Neen;HÉRON;Luik
4217;Lavoir;Ja;HÉRON;Luik
4217;Waret-L'Evêque;Ja;HÉRON;Luik
4218;Couthuin;Ja;HÉRON;Luik
4219;Acosse;Ja;WASSEIGES;Luik
4219;Ambresin;Ja;WASSEIGES;Luik
4219;Meeffe;Ja;WASSEIGES;Luik
4219;WASSEIGES;Neen;WASSEIGES;Luik
4250;Boëlhe;Ja;GEER;Luik
4250;GEER;Neen;GEER;Luik
4250;Hollogne-Sur-Geer;Ja;GEER;Luik
4250;Lens-Saint-Servais;Ja;GEER;Luik
4252;Omal;Ja;GEER;Luik
4253;Darion;Ja;GEER;Luik
4254;Ligney;Ja;GEER;Luik
4257;BERLOZ;Neen;BERLOZ;Luik
4257;Corswarem;Ja;BERLOZ;Luik
4257;Rosoux-Crenwick;Ja;BERLOZ;Luik
4260;Avennes;Ja;BRAIVES;Luik
4260;BRAIVES;Neen;BRAIVES;Luik
4260;Ciplet;Ja;BRAIVES;Luik
4260;Fallais;Ja;BRAIVES;Luik
4260;Fumal;Ja;BRAIVES;Luik
4260;Ville-En-Hesbaye;Ja;BRAIVES;Luik
4261;Latinne;Ja;BRAIVES;Luik
4263;Tourinne;Ja;BRAIVES;Luik
4280;Abolens;Ja;HANNUT;Luik
4280;Avernas-Le-Bauduin;Ja;HANNUT;Luik
4280;Avin;Ja;HANNUT;Luik
4280;Bertrée;Ja;HANNUT;Luik
4280;Blehen;Ja;HANNUT;Luik
4280;Cras-Avernas;Ja;HANNUT;Luik
4280;Crehen;Ja;HANNUT;Luik
4280;Grand-Hallet;Ja;HANNUT;Luik
4280;HANNUT;Neen;HANNUT;Luik
4280;Lens-Saint-Remy;Ja;HANNUT;Luik
4280;Merdorp;Ja;HANNUT;Luik
4280;Moxhe;Ja;HANNUT;Luik
4280;Petit-Hallet;Ja;HANNUT;Luik
4280;Poucet;Ja;HANNUT;Luik
4280;Thisnes;Ja;HANNUT;Luik
4280;Trognée;Ja;HANNUT;Luik
4280;Villers-Le-Peuplier;Ja;HANNUT;Luik
4280;Wansin;Ja;HANNUT;Luik
4287;LINCENT;Neen;LINCENT;Luik
4287;Pellaines;Ja;LINCENT;Luik
4287;Racour;Ja;LINCENT;Luik
4300;Bettincourt;Ja;WAREMME;Luik
4300;Bleret;Ja;WAREMME;Luik
4300;Bovenistier;Ja;WAREMME;Luik
4300;Grand-Axhe;Ja;WAREMME;Luik
4300;Lantremange;Ja;WAREMME;Luik
4300;Oleye;Ja;WAREMME;Luik
4300;WAREMME;Neen;WAREMME;Luik
4317;Aineffe;Ja;FAIMES;Luik
4317;Borlez;Ja;FAIMES;Luik
4317;Celles;Ja;FAIMES;Luik
4317;FAIMES;Neen;FAIMES;Luik
4317;Les Waleffes;Ja;FAIMES;Luik
4317;Viemme;Ja;FAIMES;Luik
4340;AWANS;Neen;AWANS;Luik
4340;Fooz;Ja;AWANS;Luik
4340;Othée;Ja;AWANS;Luik
4340;Villers-L'Evêque;Ja;AWANS;Luik
4342;Hognoul;Ja;AWANS;Luik
4347;FEXHE-LE-HAUT-CLOCHER;Neen;FEXHE-LE-HAUT-CLOCHER;Luik
4347;Freloux;Ja;FEXHE-LE-HAUT-CLOCHER;Luik
4347;Noville;Ja;FEXHE-LE-HAUT-CLOCHER;Luik
4347;Roloux;Ja;FEXHE-LE-HAUT-CLOCHER;Luik
4347;Voroux-Goreux;Ja;FEXHE-LE-HAUT-CLOCHER;Luik
4350;Lamine;Ja;REMICOURT;Luik
